Freq(Hz), SPL(dB), Phase(degrees)
20437.133, 31.594, -88.576
20437.500, 31.469, -89.052
20437.867, 31.321, -88.911
20438.230, 31.217, -88.165
20438.598, 31.211, -87.115
20438.965, 31.312, -86.283
20439.332, 31.472, -86.085
20439.695, 31.613, -86.598
20440.062, 31.676, -87.588
20440.430, 31.631, -88.615
20440.797, 31.500, -89.229
20441.160, 31.341, -89.160
20441.527, 31.226, -88.431
20441.895, 31.211, -87.402
20442.262, 31.299, -86.582
20442.625, 31.440, -86.337
20442.992, 31.571, -86.733
20443.359, 31.633, -87.568
20443.727, 31.601, -88.474
20444.090, 31.490, -89.060
20444.457, 31.341, -89.051
20444.824, 31.223, -88.392
20445.191, 31.197, -87.359
20445.555, 31.278, -86.446
20445.922, 31.432, -86.088
20446.289, 31.586, -86.461
20446.656, 31.669, -87.387
20447.020, 31.647, -88.457
20447.387, 31.525, -89.222
20447.754, 31.353, -89.307
20448.121, 31.211, -88.637
20448.484, 31.170, -87.526
20448.852, 31.249, -86.511
20449.219, 31.406, -86.102
20449.586, 31.561, -86.456
20449.949, 31.646, -87.365
20450.316, 31.625, -88.435
20450.684, 31.508, -89.204
20451.051, 31.344, -89.338
20451.414, 31.203, -88.781
20451.781, 31.148, -87.780
20452.148, 31.202, -86.823
20452.516, 31.330, -86.349
20452.879, 31.467, -86.522
20453.246, 31.556, -87.222
20453.613, 31.560, -88.131
20453.980, 31.478, -88.861
20454.344, 31.345, -89.103
20454.711, 31.216, -88.734
20455.078, 31.152, -87.897
20455.445, 31.187, -86.988
20455.809, 31.302, -86.443
20456.176, 31.445, -86.507
20456.543, 31.551, -87.154
20456.910, 31.574, -88.099
20457.273, 31.503, -88.946
20457.641, 31.362, -89.338
20458.008, 31.211, -89.055
20458.375, 31.118, -88.187
20458.738, 31.129, -87.123
20459.105, 31.241, -86.345
20459.473, 31.399, -86.220
20459.840, 31.532, -86.781
20460.203, 31.581, -87.765
20460.570, 31.525, -88.773
20460.938, 31.381, -89.353
20461.305, 31.208, -89.212
20461.668, 31.086, -88.376
20462.035, 31.074, -87.206
20462.402, 31.178, -86.288
20462.770, 31.343, -86.052
20463.133, 31.489, -86.555
20463.500, 31.554, -87.544
20463.867, 31.513, -88.577
20464.234, 31.386, -89.221
20464.598, 31.229, -89.213
20464.965, 31.109, -88.562
20465.332, 31.081, -87.578
20465.699, 31.152, -86.729
20466.062, 31.284, -86.380
20466.430, 31.419, -86.638
20466.797, 31.501, -87.371
20467.164, 31.499, -88.272
20467.527, 31.415, -88.989
20467.895, 31.277, -89.233
20468.262, 31.140, -88.854
20468.629, 31.066, -87.973
20468.992, 31.092, -86.970
20469.359, 31.208, -86.293
20469.727, 31.361, -86.261
20470.094, 31.480, -86.874
20470.457, 31.512, -87.844
20470.824, 31.441, -88.759
20471.191, 31.294, -89.184
20471.559, 31.136, -88.885
20471.922, 31.043, -87.979
20472.289, 31.063, -86.890
20472.656, 31.185, -86.174
20473.023, 31.344, -86.155
20473.387, 31.466, -86.790
20473.754, 31.503, -87.786
20474.121, 31.441, -88.716
20474.488, 31.308, -89.202
20474.852, 31.161, -89.050
20475.219, 31.061, -88.319
20475.586, 31.055, -87.344
20475.953, 31.145, -86.581
20476.316, 31.286, -86.371
20476.684, 31.417, -86.796
20477.051, 31.480, -87.676
20477.418, 31.445, -88.640
20477.781, 31.323, -89.270
20478.148, 31.159, -89.252
20478.516, 31.029, -88.514
20478.883, 31.000, -87.367
20479.246, 31.091, -86.373
20479.613, 31.258, -86.001
20479.980, 31.420, -86.420
20480.348, 31.505, -87.415
20480.711, 31.479, -88.550
20481.078, 31.350, -89.372
20481.445, 31.168, -89.506
20481.812, 31.012, -88.868
20482.176, 30.953, -87.742
20482.543, 31.017, -86.641
20482.910, 31.170, -86.089
20483.277, 31.338, -86.306
20483.641, 31.448, -87.152
20484.008, 31.455, -88.273
20484.375, 31.356, -89.192
20484.742, 31.191, -89.503
20485.105, 31.033, -89.044
20485.473, 30.957, -87.995
20485.840, 31.005, -86.874
20486.207, 31.150, -86.236
20486.570, 31.318, -86.345
20486.938, 31.437, -87.108
20487.305, 31.459, -88.170
20487.672, 31.378, -89.085
20488.035, 31.230, -89.485
20488.402, 31.072, -89.201
20488.770, 30.974, -88.337
20489.137, 30.977, -87.275
20489.500, 31.076, -86.487
20489.867, 31.225, -86.290
20490.234, 31.357, -86.753
20490.602, 31.415, -87.665
20490.965, 31.374, -88.645
20491.332, 31.244, -89.289
20491.699, 31.073, -89.261
20492.066, 30.940, -88.511
20492.430, 30.911, -87.367
20492.797, 31.002, -86.369
20493.164, 31.167, -86.013
20493.531, 31.324, -86.429
20493.895, 31.405, -87.377
20494.262, 31.379, -88.444
20494.629, 31.259, -89.157
20494.996, 31.099, -89.202
20495.359, 30.972, -88.559
20495.727, 30.938, -87.515
20496.094, 31.013, -86.573
20496.461, 31.159, -86.162
20496.824, 31.308, -86.423
20497.191, 31.401, -87.224
20497.559, 31.401, -88.229
20497.926, 31.307, -89.033
20498.289, 31.156, -89.300
20498.656, 31.006, -88.885
20499.023, 30.927, -87.931
20499.391, 30.957, -86.873
20499.754, 31.080, -86.202
20500.121, 31.238, -86.205
20500.488, 31.361, -86.870
20500.855, 31.397, -87.908
20501.219, 31.330, -88.906
20501.586, 31.182, -89.480
20501.953, 31.008, -89.356
20502.320, 30.882, -88.554
20502.684, 30.861, -87.419
20503.051, 30.954, -86.454
20503.418, 31.119, -86.111
20503.785, 31.280, -86.523
20504.148, 31.369, -87.489
20504.516, 31.351, -88.628
20504.883, 31.231, -89.462
20505.250, 31.056, -89.614
20505.613, 30.905, -88.987
20505.980, 30.851, -87.833
20506.348, 30.924, -86.719
20506.715, 31.086, -86.182
20507.078, 31.257, -86.426
20507.445, 31.366, -87.304
20507.812, 31.368, -88.416
20508.180, 31.266, -89.292
20508.543, 31.103, -89.561
20508.910, 30.946, -89.091
20509.277, 30.869, -88.076
20509.645, 30.905, -86.995
20510.008, 31.032, -86.343
20510.375, 31.187, -86.367
20510.742, 31.301, -87.012
20511.109, 31.329, -87.970
20511.473, 31.263, -88.839
20511.840, 31.128, -89.269
20512.207, 30.980, -89.053
20512.574, 30.886, -88.267
20512.938, 30.889, -87.266
20513.305, 30.991, -86.502
20513.672, 31.145, -86.336
20514.039, 31.283, -86.837
20514.402, 31.348, -87.790
20514.770, 31.312, -88.835
20515.137, 31.184, -89.534
20515.504, 31.014, -89.558
20515.867, 30.878, -88.850
20516.234, 30.841, -87.688
20516.602, 30.928, -86.637
20516.969, 31.095, -86.201
20517.332, 31.263, -86.547
20517.699, 31.362, -87.501
20518.066, 31.351, -88.653
20518.434, 31.236, -89.530
20518.797, 31.062, -89.777
20519.164, 30.896, -89.271
20519.531, 30.812, -88.207
20519.898, 30.845, -87.061
20520.262, 30.972, -86.330
20520.629, 31.137, -86.287
20520.996, 31.266, -86.919
20521.363, 31.309, -87.945
20521.727, 31.249, -88.951
20522.094, 31.103, -89.540
20522.461, 30.927, -89.412
20522.828, 30.801, -88.581
20523.191, 30.784, -87.419
20523.559, 30.885, -86.469
20523.926, 31.051, -86.186
20524.293, 31.202, -86.658
20524.656, 31.273, -87.624
20525.023, 31.238, -88.673
20525.391, 31.112, -89.352
20525.758, 30.948, -89.359
20526.121, 30.819, -88.678
20526.488, 30.785, -87.589
20526.855, 30.863, -86.596
20527.223, 31.016, -86.143
20527.586, 31.177, -86.394
20527.953, 31.283, -87.233
20528.320, 31.291, -88.322
20528.688, 31.197, -89.230
20529.051, 31.037, -89.582
20529.418, 30.872, -89.193
20529.785, 30.781, -88.196
20530.152, 30.806, -87.057
20530.516, 30.932, -86.315
20530.883, 31.096, -86.277
20531.250, 31.222, -86.922
20531.617, 31.259, -87.935
20531.980, 31.195, -88.891
20532.348, 31.051, -89.420
20532.715, 30.885, -89.278
20533.082, 30.763, -88.500
20533.445, 30.738, -87.405
20533.812, 30.819, -86.439
20534.180, 30.972, -86.021
20534.547, 31.131, -86.310
20534.910, 31.231, -87.174
20535.277, 31.233, -88.297
20535.645, 31.129, -89.229
20536.012, 30.956, -89.556
20536.375, 30.787, -89.085
20536.742, 30.702, -87.969
20537.109, 30.751, -86.743
20537.477, 30.909, -86.027
20537.840, 31.098, -86.144
20538.207, 31.235, -87.009
20538.574, 31.262, -88.230
20538.941, 31.172, -89.292
20539.305, 31.003, -89.757
20539.672, 30.825, -89.418
20540.039, 30.719, -88.405
20540.406, 30.735, -87.192
20540.770, 30.859, -86.336
20541.137, 31.033, -86.172
20541.504, 31.180, -86.726
20541.871, 31.243, -87.727
20542.234, 31.202, -88.761
20542.602, 31.072, -89.435
20542.969, 30.902, -89.444
20543.336, 30.765, -88.754
20543.699, 30.723, -87.660
20544.066, 30.792, -86.633
20544.434, 30.941, -86.139
20544.801, 31.099, -86.358
20545.164, 31.201, -87.157
20545.531, 31.211, -88.224
20545.898, 31.120, -89.139
20546.266, 30.961, -89.533
20546.629, 30.795, -89.219
20546.996, 30.691, -88.279
20547.363, 30.699, -87.116
20547.730, 30.815, -86.266
20548.094, 30.982, -86.096
20548.461, 31.128, -86.650
20548.828, 31.190, -87.676
20549.195, 31.144, -88.737
20549.559, 31.009, -89.395
20549.926, 30.837, -89.366
20550.293, 30.706, -88.628
20550.660, 30.676, -87.520
20551.023, 30.757, -86.565
20551.391, 30.909, -86.176
20551.758, 31.061, -86.497
20552.125, 31.148, -87.356
20552.488, 31.140, -88.388
20552.855, 31.036, -89.205
20553.223, 30.875, -89.453
20553.590, 30.720, -88.991
20553.953, 30.642, -87.989
20554.320, 30.676, -86.861
20554.688, 30.811, -86.131
20555.055, 30.985, -86.113
20555.418, 31.123, -86.786
20555.785, 31.175, -87.888
20556.152, 31.116, -88.984
20556.520, 30.968, -89.638
20556.883, 30.789, -89.561
20557.250, 30.653, -88.740
20557.617, 30.627, -87.520
20557.984, 30.725, -86.479
20558.348, 30.897, -86.088
20558.715, 31.067, -86.484
20559.082, 31.161, -87.467
20559.449, 31.144, -88.608
20559.812, 31.025, -89.439
20560.180, 30.850, -89.612
20560.547, 30.694, -89.018
20560.914, 30.630, -87.913
20561.277, 30.684, -86.813
20561.645, 30.828, -86.189
20562.012, 30.995, -86.291
20562.379, 31.114, -87.026
20562.742, 31.144, -88.080
20563.109, 31.072, -89.074
20563.477, 30.922, -89.617
20563.844, 30.748, -89.469
20564.207, 30.621, -88.651
20564.574, 30.596, -87.466
20564.941, 30.688, -86.442
20565.309, 30.855, -86.032
20565.672, 31.022, -86.384
20566.039, 31.121, -87.337
20566.406, 31.111, -88.493
20566.773, 30.995, -89.374
20567.137, 30.819, -89.592
20567.504, 30.656, -89.007
20567.871, 30.589, -87.857
20568.238, 30.650, -86.704
20568.602, 30.805, -86.103
20568.969, 30.979, -86.288
20569.336, 31.092, -87.134
20569.703, 31.101, -88.240
20570.066, 31.005, -89.141
20570.434, 30.844, -89.477
20570.801, 30.685, -89.090
20571.168, 30.597, -88.152
20571.531, 30.616, -87.093
20571.898, 30.728, -86.360
20572.266, 30.881, -86.252
20572.633, 31.011, -86.779
20572.996, 31.068, -87.714
20573.363, 31.032, -88.736
20573.730, 30.908, -89.455
20574.098, 30.739, -89.564
20574.461, 30.591, -88.971
20574.828, 30.528, -87.869
20575.195, 30.585, -86.745
20575.562, 30.735, -86.116
20575.926, 30.908, -86.234
20576.293, 31.033, -87.019
20576.660, 31.060, -88.127
20577.027, 30.979, -89.102
20577.391, 30.826, -89.548
20577.758, 30.659, -89.262
20578.125, 30.554, -88.333
20578.492, 30.560, -87.172
20578.855, 30.672, -86.297
20579.223, 30.839, -86.062
20579.590, 30.990, -86.540
20579.957, 31.065, -87.507
20580.320, 31.037, -88.573
20580.688, 30.914, -89.341
20581.055, 30.742, -89.471
20581.422, 30.591, -88.876
20581.785, 30.528, -87.800
20582.152, 30.580, -86.707
20582.520, 30.723, -86.103
20582.887, 30.887, -86.227
20583.250, 31.002, -86.988
20583.617, 31.025, -88.083
20583.984, 30.941, -89.079
20584.352, 30.778, -89.567
20584.715, 30.599, -89.312
20585.082, 30.475, -88.354
20585.449, 30.469, -87.083
20585.816, 30.584, -86.074
20586.180, 30.764, -85.752
20586.547, 30.935, -86.211
20586.914, 31.028, -87.232
20587.281, 31.011, -88.397
20587.645, 30.895, -89.263
20588.012, 30.721, -89.503
20588.379, 30.559, -88.984
20588.746, 30.481, -87.914
20589.109, 30.522, -86.765
20589.477, 30.663, -86.033
20589.844, 30.841, -86.040
20590.211, 30.981, -86.765
20590.574, 31.026, -87.901
20590.941, 30.957, -89.025
20591.309, 30.795, -89.659
20591.676, 30.603, -89.492
20592.039, 30.469, -88.560
20592.406, 30.457, -87.266
20592.773, 30.572, -86.245
20593.141, 30.753, -85.956
20593.504, 30.916, -86.454
20593.871, 30.998, -87.484
20594.238, 30.971, -88.615
20594.605, 30.850, -89.420
20594.969, 30.682, -89.608
20595.336, 30.527, -89.101
20595.703, 30.448, -88.087
20596.070, 30.476, -86.979
20596.434, 30.598, -86.227
20596.801, 30.762, -86.112
20597.168, 30.902, -86.671
20597.535, 30.963, -87.674
20597.898, 30.920, -88.732
20598.266, 30.784, -89.436
20598.633, 30.605, -89.443
20599.000, 30.462, -88.695
20599.363, 30.422, -87.507
20599.730, 30.508, -86.414
20600.098, 30.679, -85.938
20600.465, 30.854, -86.259
20600.828, 30.963, -87.198
20601.195, 30.967, -88.390
20601.562, 30.862, -89.366
20601.930, 30.688, -89.738
20602.293, 30.515, -89.334
20602.660, 30.413, -88.281
20603.027, 30.435, -87.031
20603.395, 30.569, -86.151
20603.758, 30.753, -86.003
20604.125, 30.911, -86.617
20604.492, 30.980, -87.727
20604.859, 30.933, -88.886
20605.223, 30.788, -89.637
20605.590, 30.596, -89.656
20605.957, 30.439, -88.874
20606.324, 30.389, -87.614
20606.688, 30.467, -86.452
20607.055, 30.634, -85.885
20607.422, 30.812, -86.132
20607.789, 30.926, -87.034
20608.152, 30.934, -88.202
20608.520, 30.831, -89.200
20608.887, 30.655, -89.611
20609.254, 30.474, -89.240
20609.617, 30.366, -88.226
20609.984, 30.377, -86.991
20610.352, 30.502, -86.098
20610.719, 30.679, -85.914
20611.082, 30.834, -86.458
20611.449, 30.913, -87.502
20611.816, 30.886, -88.650
20612.184, 30.764, -89.488
20612.547, 30.591, -89.704
20612.914, 30.429, -89.182
20613.281, 30.348, -88.092
20613.648, 30.387, -86.893
20614.012, 30.529, -86.103
20614.379, 30.715, -86.040
20614.746, 30.868, -86.720
20615.113, 30.927, -87.853
20615.477, 30.872, -88.990
20615.844, 30.720, -89.694
20616.211, 30.529, -89.629
20616.578, 30.383, -88.784
20616.941, 30.350, -87.526
20617.309, 30.442, -86.414
20617.676, 30.615, -85.948
20618.043, 30.790, -86.281
20618.406, 30.896, -87.226
20618.773, 30.896, -88.424
20619.141, 30.787, -89.419
20619.508, 30.606, -89.813
20619.871, 30.422, -89.414
20620.238, 30.312, -88.327
20620.605, 30.330, -87.021
20620.973, 30.470, -86.104
20621.336, 30.662, -85.970
20621.703, 30.826, -86.642
20622.070, 30.895, -87.816
20622.438, 30.845, -89.016
20622.801, 30.700, -89.784
20623.168, 30.512, -89.826
20623.535, 30.360, -89.110
20623.902, 30.307, -87.948
20624.266, 30.369, -86.843
20624.633, 30.515, -86.217
20625.000, 30.682, -86.281
20625.367, 30.806, -86.953
20625.730, 30.845, -87.953
20626.098, 30.785, -88.928
20626.465, 30.645, -89.491
20626.832, 30.475, -89.377
20627.195, 30.346, -88.584
20627.562, 30.318, -87.404
20627.930, 30.408, -86.371
20628.297, 30.573, -85.951
20628.660, 30.738, -86.290
20629.027, 30.839, -87.232
20629.395, 30.833, -88.396
20629.762, 30.724, -89.333
20630.125, 30.550, -89.677
20630.492, 30.375, -89.259
20630.859, 30.276, -88.219
20631.227, 30.298, -87.016
20631.590, 30.428, -86.194
20631.957, 30.606, -86.091
20632.324, 30.755, -86.725
20632.691, 30.816, -87.811
20633.055, 30.769, -88.914
20633.422, 30.630, -89.627
20633.789, 30.455, -89.650
20634.156, 30.314, -88.967
20634.520, 30.266, -87.877
20634.887, 30.329, -86.831
20635.254, 30.471, -86.269
20635.621, 30.631, -86.375
20635.984, 30.747, -87.058
20636.352, 30.781, -88.064
20636.719, 30.717, -89.020
20637.086, 30.576, -89.555
20637.449, 30.409, -89.421
20637.816, 30.283, -88.600
20638.184, 30.261, -87.406
20638.551, 30.359, -86.377
20638.914, 30.531, -85.977
20639.281, 30.704, -86.360
20639.648, 30.806, -87.356
20640.016, 30.797, -88.556
20640.379, 30.681, -89.495
20640.746, 30.497, -89.802
20641.113, 30.318, -89.297
20641.480, 30.222, -88.158
20641.844, 30.252, -86.875
20642.211, 30.395, -85.987
20642.578, 30.585, -85.864
20642.945, 30.744, -86.505
20643.309, 30.811, -87.618
20643.676, 30.765, -88.793
20644.043, 30.619, -89.569
20644.410, 30.427, -89.618
20644.773, 30.268, -88.897
20645.141, 30.208, -87.676
20645.508, 30.273, -86.498
20645.875, 30.428, -85.865
20646.238, 30.602, -85.988
20646.605, 30.728, -86.775
20646.973, 30.760, -87.910
20647.340, 30.686, -88.980
20647.703, 30.530, -89.600
20648.070, 30.341, -89.515
20648.438, 30.195, -88.700
20648.805, 30.155, -87.466
20649.168, 30.240, -86.349
20649.535, 30.412, -85.822
20649.902, 30.598, -86.108
20650.270, 30.721, -87.068
20650.633, 30.738, -88.323
20651.000, 30.640, -89.430
20651.367, 30.461, -89.948
20651.734, 30.271, -89.646
20652.098, 30.149, -88.634
20652.465, 30.151, -87.328
20652.832, 30.276, -86.327
20653.199, 30.464, -86.048
20653.562, 30.635, -86.552
20653.930, 30.727, -87.615
20654.297, 30.706, -88.820
20654.664, 30.579, -89.709
20655.027, 30.394, -89.925
20655.395, 30.221, -89.333
20655.762, 30.138, -88.139
20656.129, 30.184, -86.865
20656.492, 30.336, -86.074
20656.859, 30.526, -86.068
20657.227, 30.674, -86.814
20657.594, 30.723, -87.986
20657.957, 30.656, -89.130
20658.324, 30.495, -89.826
20658.691, 30.297, -89.757
20659.059, 30.141, -88.906
20659.422, 30.096, -87.610
20659.789, 30.181, -86.402
20660.156, 30.358, -85.808
20660.523, 30.550, -86.037
20660.887, 30.683, -86.954
20661.254, 30.711, -88.226
20661.621, 30.623, -89.393
20661.988, 30.447, -90.022
20662.352, 30.245, -89.852
20662.719, 30.095, -88.894
20663.086, 30.065, -87.526
20663.453, 30.167, -86.345
20663.816, 30.351, -85.838
20664.184, 30.539, -86.157
20664.551, 30.656, -87.129
20664.918, 30.661, -88.349
20665.281, 30.554, -89.344
20665.648, 30.371, -89.722
20666.016, 30.184, -89.265
20666.383, 30.075, -88.115
20666.746, 30.096, -86.760
20667.113, 30.238, -85.769
20667.480, 30.438, -85.552
20667.848, 30.613, -86.144
20668.211, 30.701, -87.273
20668.578, 30.675, -88.548
20668.945, 30.542, -89.511
20669.312, 30.346, -89.805
20669.676, 30.160, -89.295
20670.043, 30.056, -88.141
20670.410, 30.081, -86.826
20670.777, 30.222, -85.924
20671.141, 30.413, -85.792
20671.508, 30.578, -86.450
20671.875, 30.652, -87.628
20672.242, 30.610, -88.877
20672.605, 30.466, -89.741
20672.973, 30.271, -89.889
20673.340, 30.102, -89.226
20673.707, 30.033, -88.031
20674.070, 30.093, -86.847
20674.438, 30.249, -86.174
20674.805, 30.432, -86.279
20675.172, 30.565, -87.067
20675.535, 30.601, -88.202
20675.902, 30.528, -89.276
20676.270, 30.369, -89.858
20676.637, 30.184, -89.682
20677.000, 30.050, -88.774
20677.367, 30.027, -87.471
20677.734, 30.130, -86.344
20678.102, 30.311, -85.859
20678.465, 30.494, -86.161
20678.832, 30.614, -87.091
20679.199, 30.630, -88.287
20679.566, 30.539, -89.323
20679.930, 30.373, -89.832
20680.297, 30.188, -89.607
20680.664, 30.055, -88.684
20681.031, 30.033, -87.418
20681.395, 30.130, -86.337
20681.762, 30.306, -85.872
20682.129, 30.486, -86.206
20682.496, 30.598, -87.178
20682.859, 30.601, -88.400
20683.227, 30.491, -89.428
20683.594, 30.305, -89.828
20683.961, 30.119, -89.399
20684.324, 30.012, -88.303
20684.691, 30.034, -87.007
20685.059, 30.172, -86.110
20685.426, 30.359, -85.976
20685.789, 30.518, -86.599
20686.156, 30.592, -87.721
20686.523, 30.554, -88.924
20686.891, 30.417, -89.778
20687.254, 30.228, -89.958
20687.621, 30.054, -89.348
20687.988, 29.971, -88.148
20688.355, 30.016, -86.857
20688.719, 30.169, -86.026
20689.086, 30.367, -85.971
20689.453, 30.528, -86.690
20689.820, 30.594, -87.878
20690.184, 30.544, -89.091
20690.551, 30.394, -89.904
20690.918, 30.196, -89.974
20691.285, 30.029, -89.244
20691.648, 29.962, -88.007
20692.016, 30.022, -86.768
20692.383, 30.179, -86.055
20692.750, 30.360, -86.108
20693.113, 30.495, -86.836
20693.480, 30.539, -87.949
20693.848, 30.476, -89.036
20694.215, 30.327, -89.705
20694.578, 30.142, -89.693
20694.945, 29.988, -88.956
20695.312, 29.931, -87.755
20695.680, 29.995, -86.586
20696.043, 30.151, -85.935
20696.410, 30.336, -86.047
20696.777, 30.474, -86.871
20697.145, 30.515, -88.092
20697.508, 30.441, -89.270
20697.875, 30.273, -89.982
20698.242, 30.068, -89.901
20698.609, 29.911, -89.005
20698.973, 29.871, -87.651
20699.340, 29.969, -86.410
20699.707, 30.160, -85.830
20700.074, 30.363, -86.111
20700.438, 30.500, -87.086
20700.805, 30.528, -88.396
20701.172, 30.437, -89.566
20701.539, 30.258, -90.164
20701.902, 30.057, -89.944
20702.270, 29.911, -88.934
20702.637, 29.887, -87.523
20703.004, 29.997, -86.314
20703.367, 30.189, -85.796
20703.734, 30.386, -86.130
20704.102, 30.511, -87.152
20704.469, 30.520, -88.462
20704.832, 30.411, -89.581
20705.199, 30.216, -90.102
20705.566, 30.006, -89.769
20705.934, 29.866, -88.682
20706.297, 29.853, -87.296
20706.664, 29.968, -86.184
20707.031, 30.153, -85.797
20707.398, 30.328, -86.215
20707.762, 30.429, -87.208
20708.129, 30.425, -88.412
20708.496, 30.317, -89.391
20708.863, 30.142, -89.786
20709.227, 29.964, -89.427
20709.594, 29.852, -88.404
20709.961, 29.861, -87.125
20710.328, 29.988, -86.145
20710.691, 30.180, -85.874
20711.059, 30.360, -86.411
20711.426, 30.458, -87.546
20711.793, 30.437, -88.851
20712.156, 30.301, -89.840
20712.523, 30.094, -90.113
20712.891, 29.895, -89.474
20713.258, 29.794, -88.135
20713.621, 29.837, -86.669
20713.988, 30.005, -85.686
20714.355, 30.219, -85.574
20714.723, 30.394, -86.299
20715.086, 30.469, -87.522
20715.453, 30.422, -88.814
20715.820, 30.270, -89.701
20716.188, 30.065, -89.848
20716.551, 29.885, -89.179
20716.918, 29.800, -87.923
20717.285, 29.848, -86.602
20717.652, 30.005, -85.764
20718.016, 30.202, -85.706
20718.383, 30.369, -86.413
20718.750, 30.447, -87.616
20719.117, 30.409, -88.900
20719.480, 30.270, -89.829
20719.848, 30.070, -90.065
20720.215, 29.884, -89.455
20720.582, 29.792, -88.201
20720.945, 29.835, -86.828
20721.312, 29.997, -85.899
20721.680, 30.207, -85.791
20722.047, 30.381, -86.494
20722.410, 30.459, -87.698
20722.777, 30.416, -88.985
20723.145, 30.264, -89.876
20723.512, 30.056, -90.013
20723.875, 29.870, -89.302
20724.242, 29.781, -87.968
20724.609, 29.831, -86.566
20724.977, 29.993, -85.683
20725.340, 30.192, -85.629
20725.707, 30.353, -86.366
20726.074, 30.415, -87.583
20726.441, 30.358, -88.830
20726.805, 30.201, -89.660
20727.172, 29.994, -89.760
20727.539, 29.816, -89.040
20727.906, 29.740, -87.776
20728.270, 29.797, -86.512
20728.637, 29.960, -85.766
20729.004, 30.154, -85.838
20729.371, 30.304, -86.656
20729.734, 30.355, -87.889
20730.102, 30.290, -89.118
20730.469, 30.129, -89.888
20730.836, 29.930, -89.890
20731.199, 29.771, -89.102
20731.566, 29.717, -87.819
20731.934, 29.796, -86.598
20732.301, 29.967, -85.953
20732.664, 30.159, -86.095
20733.031, 30.302, -86.934
20733.398, 30.347, -88.155
20733.766, 30.278, -89.338
20734.129, 30.117, -90.075
20734.496, 29.910, -90.073
20734.863, 29.736, -89.247
20735.230, 29.668, -87.874
20735.594, 29.738, -86.510
20735.961, 29.916, -85.698
20736.328, 30.126, -85.751
20736.695, 30.285, -86.587
20737.059, 30.340, -87.847
20737.426, 30.273, -89.090
20737.793, 30.109, -89.849
20738.160, 29.906, -89.824
20738.523, 29.746, -89.006
20738.891, 29.692, -87.695
20739.258, 29.770, -86.447
20739.625, 29.943, -85.766
20739.988, 30.139, -85.877
20740.355, 30.290, -86.706
20740.723, 30.344, -87.951
20741.090, 30.282, -89.187
20741.453, 30.121, -89.984
20741.820, 29.912, -90.024
20742.188, 29.734, -89.204
20742.555, 29.667, -87.812
20742.918, 29.742, -86.434
20743.285, 29.929, -85.638
20743.652, 30.147, -85.739
20744.020, 30.312, -86.646
20744.383, 30.368, -87.987
20744.750, 30.298, -89.315
20745.117, 30.125, -90.153
20745.484, 29.910, -90.185
20745.848, 29.734, -89.386
20746.215, 29.666, -88.051
20746.582, 29.733, -86.749
20746.949, 29.900, -86.008
20747.312, 30.093, -86.063
20747.680, 30.244, -86.834
20748.047, 30.299, -88.013
20748.414, 30.244, -89.185
20748.777, 30.097, -89.945
20749.145, 29.904, -90.006
20749.512, 29.737, -89.276
20749.879, 29.668, -87.998
20750.242, 29.729, -86.688
20750.609, 29.899, -85.869
20750.977, 30.106, -85.874
20751.344, 30.270, -86.668
20751.707, 30.332, -87.927
20752.074, 30.269, -89.216
20752.441, 30.099, -90.044
20752.809, 29.882, -90.060
20753.172, 29.701, -89.213
20753.539, 29.631, -87.809
20753.906, 29.702, -86.453
20754.273, 29.874, -85.703
20754.637, 30.068, -85.781
20755.004, 30.212, -86.580
20755.371, 30.257, -87.764
20755.738, 30.193, -88.912
20756.102, 30.041, -89.639
20756.469, 29.849, -89.686
20756.836, 29.686, -88.990
20757.203, 29.616, -87.797
20757.566, 29.670, -86.588
20757.934, 29.824, -85.840
20758.301, 30.015, -85.854
20758.668, 30.170, -86.603
20759.031, 30.234, -87.800
20759.398, 30.186, -89.064
20759.766, 30.037, -89.951
20760.133, 29.835, -90.123
20760.496, 29.652, -89.479
20760.863, 29.562, -88.206
20761.230, 29.607, -86.815
20761.598, 29.770, -85.883
20761.961, 29.982, -85.759
20762.328, 30.166, -86.462
20762.695, 30.255, -87.722
20763.062, 30.220, -89.091
20763.426, 30.070, -90.084
20763.793, 29.853, -90.320
20764.160, 29.652, -89.630
20764.527, 29.555, -88.254
20764.891, 29.604, -86.783
20765.258, 29.777, -85.826
20765.625, 29.996, -85.758
20765.992, 30.171, -86.534
20766.355, 30.243, -87.813
20766.723, 30.189, -89.152
20767.090, 30.024, -90.059
20767.457, 29.803, -90.171
20767.820, 29.609, -89.399
20768.188, 29.521, -87.991
20768.555, 29.579, -86.537
20768.922, 29.752, -85.641
20769.285, 29.962, -85.603
20769.652, 30.131, -86.366
20770.020, 30.201, -87.610
20770.387, 30.153, -88.892
20770.750, 30.005, -89.786
20771.117, 29.801, -89.986
20771.484, 29.614, -89.372
20771.852, 29.516, -88.150
20772.215, 29.548, -86.803
20772.582, 29.695, -85.855
20772.949, 29.895, -85.680
20773.316, 30.069, -86.303
20773.680, 30.155, -87.453
20774.047, 30.127, -88.734
20774.414, 29.992, -89.678
20774.781, 29.797, -89.927
20775.145, 29.618, -89.371
20775.512, 29.524, -88.201
20775.879, 29.556, -86.902
20776.246, 29.696, -86.000
20776.609, 29.884, -85.806
20776.977, 30.054, -86.342
20777.344, 30.150, -87.401
20777.711, 30.140, -88.637
